"Sector","Function","Transaction","Data","2015"
"S13 General government","G0406  Communications","D4K Property expenditure","Per capita, EUR",.
"S13 General government","G0406  Communications","D4SK  Property expenditure, consolidated","Current prices",.
"S13 General government","G0406  Communications","D4SK  Property expenditure, consolidated","Ratio to GDP, %",.
"S13 General government","G0406  Communications","D4SK  Property expenditure, consolidated","Per capita, EUR",.
"S13 General government","G0406  Communications","D5K Current taxes on income and wealth, etc., payable","Current prices",.
"S13 General government","G0406  Communications","D5K Current taxes on income and wealth, etc., payable","Ratio to GDP, %",.
"S13 General government","G0406  Communications","D5K Current taxes on income and wealth, etc., payable","Per capita, EUR",.
"S13 General government","G0406  Communications","D62K Social benefits other than social transfers in kind, payable","Current prices",.
"S13 General government","G0406  Communications","D62K Social benefits other than social transfers in kind, payable","Ratio to GDP, %",.
"S13 General government","G0406  Communications","D62K Social benefits other than social transfers in kind, payable","Per capita, EUR",.
"S13 General government","G0406  Communications","D632K Social transfers in kind - purchased market production","Current prices",.
"S13 General government","G0406  Communications","D632K Social transfers in kind - purchased market production","Ratio to GDP, %",.
"S13 General government","G0406  Communications","D632K Social transfers in kind - purchased market production","Per capita, EUR",.
"S13 General government","G0406  Communications","D7K Other current transfers, payable","Current prices",1
"S13 General government","G0406  Communications","D7K Other current transfers, payable","Ratio to GDP, %",0.0
"S13 General government","G0406  Communications","D7K Other current transfers, payable","Per capita, EUR",0
"S13 General government","G0406  Communications","D7SK Other current transfers, payable (consolidated)","Current prices",1
"S13 General government","G0406  Communications","D7SK Other current transfers, payable (consolidated)","Ratio to GDP, %",0.0
"S13 General government","G0406  Communications","D7SK Other current transfers, payable (consolidated)","Per capita, EUR",0
"S13 General government","G0406  Communications","D9K Capital transfers, payable","Current prices",5
"S13 General government","G0406  Communications","D9K Capital transfers, payable","Ratio to GDP, %",0.0
"S13 General government","G0406  Communications","D9K Capital transfers, payable","Per capita, EUR",1
"S13 General government","G0406  Communications","D9SK Capital transfers, payable (consolidated)","Current prices",5
"S13 General government","G0406  Communications","D9SK Capital transfers, payable (consolidated)","Ratio to GDP, %",0.0
"S13 General government","G0406  Communications","D9SK Capital transfers, payable (consolidated)","Per capita, EUR",1
"S13 General government","G0406  Communications","P5K Gross capital formation","Current prices",3
"S13 General government","G0406  Communications","P5K Gross capital formation","Ratio to GDP, %",0.0
"S13 General government","G0406  Communications","P5K Gross capital formation","Per capita, EUR",1
"S13 General government","G0406  Communications","P51K Gross fixed capital formation","Current prices",3
"S13 General government","G0406  Communications","P51K Gross fixed capital formation","Ratio to GDP, %",0.0
"S13 General government","G0406  Communications","P51K Gross fixed capital formation","Per capita, EUR",1
"S13 General government","G0406  Communications","NPK Acquisitions less disposals of non-produced assets","Current prices",.
"S13 General government","G0406  Communications","NPK Acquisitions less disposals of non-produced assets","Ratio to GDP, %",.
"S13 General government","G0406  Communications","NPK Acquisitions less disposals of non-produced assets","Per capita, EUR",.
"S13 General government","G0406  Communications","P3K Final consumption expenditure","Current prices",-9
"S13 General government","G0406  Communications","P3K Final consumption expenditure","Ratio to GDP, %",0.0
"S13 General government","G0406  Communications","P3K Final consumption expenditure","Per capita, EUR",-2
"S13 General government","G0406  Communications","NETEXP Net expenditure","Current prices",-4
"S13 General government","G0406  Communications","NETEXP Net expenditure","Ratio to GDP, %",.
"S13 General government","G0406  Communications","NETEXP Net expenditure","Per capita, EUR",.
"S13 General government","G0406  Communications","NETEXPS Net expenditure, consolidated","Current prices",-4
"S13 General government","G0406  Communications","NETEXPS Net expenditure, consolidated","Ratio to GDP, %",0.0
"S13 General government","G0406  Communications","NETEXPS Net expenditure, consolidated","Per capita, EUR",-1
"S13 General government","G0406  Communications","TOTEXP Total expenditure","Current prices",.
"S13 General government","G0406  Communications","TOTEXP Total expenditure","Ratio to GDP, %",.
"S13 General government","G0406  Communications","TOTEXP Total expenditure","Per capita, EUR",.
"S13 General government","G0406  Communications","TOTEXPS Total expenditure, consolidated","Current prices",38
"S13 General government","G0406  Communications","TOTEXPS Total expenditure, consolidated","Ratio to GDP, %",0.0
"S13 General government","G0406  Communications","TOTEXPS Total expenditure, consolidated","Per capita, EUR",7
"S13 General government","G0407  Other industries","D1K Compensation of employees","Current prices",.
"S13 General government","G0407  Other industries","D1K Compensation of employees","Ratio to GDP, %",.
"S13 General government","G0407  Other industries","D1K Compensation of employees","Per capita, EUR",.
"S13 General government","G0407  Other industries","D11K Wages and salaries","Current prices",.
"S13 General government","G0407  Other industries","D11K Wages and salaries","Ratio to GDP, %",.
"S13 General government","G0407  Other industries","D11K Wages and salaries","Per capita, EUR",.
"S13 General government","G0407  Other industries","D12K Employers' social contributions","Current prices",.
"S13 General government","G0407  Other industries","D12K Employers' social contributions","Ratio to GDP, %",.
"S13 General government","G0407  Other industries","D12K Employers' social contributions","Per capita, EUR",.
"S13 General government","G0407  Other industries","P2K Intermediate consumption","Current prices",.
"S13 General government","G0407  Other industries","P2K Intermediate consumption","Ratio to GDP, %",.
"S13 General government","G0407  Other industries","P2K Intermediate consumption","Per capita, EUR",.
"S13 General government","G0407  Other industries","D29K Other taxes on production","Current prices",.
"S13 General government","G0407  Other industries","D29K Other taxes on production","Ratio to GDP, %",.
"S13 General government","G0407  Other industries","D29K Other taxes on production","Per capita, EUR",.
"S13 General government","G0407  Other industries","D3K Subsidies","Current prices",.
"S13 General government","G0407  Other industries","D3K Subsidies","Ratio to GDP, %",.
"S13 General government","G0407  Other industries","D3K Subsidies","Per capita, EUR",.
"S13 General government","G0407  Other industries","D4K Property expenditure","Current prices",.
"S13 General government","G0407  Other industries","D4K Property expenditure","Ratio to GDP, %",.
"S13 General government","G0407  Other industries","D4K Property expenditure","Per capita, EUR",.
"S13 General government","G0407  Other industries","D4SK  Property expenditure, consolidated","Current prices",.
"S13 General government","G0407  Other industries","D4SK  Property expenditure, consolidated","Ratio to GDP, %",.
"S13 General government","G0407  Other industries","D4SK  Property expenditure, consolidated","Per capita, EUR",.
"S13 General government","G0407  Other industries","D5K Current taxes on income and wealth, etc., payable","Current prices",.
"S13 General government","G0407  Other industries","D5K Current taxes on income and wealth, etc., payable","Ratio to GDP, %",.
"S13 General government","G0407  Other industries","D5K Current taxes on income and wealth, etc., payable","Per capita, EUR",.
"S13 General government","G0407  Other industries","D62K Social benefits other than social transfers in kind, payable","Current prices",.
"S13 General government","G0407  Other industries","D62K Social benefits other than social transfers in kind, payable","Ratio to GDP, %",.
"S13 General government","G0407  Other industries","D62K Social benefits other than social transfers in kind, payable","Per capita, EUR",.
"S13 General government","G0407  Other industries","D632K Social transfers in kind - purchased market production","Current prices",.
"S13 General government","G0407  Other industries","D632K Social transfers in kind - purchased market production","Ratio to GDP, %",.
"S13 General government","G0407  Other industries","D632K Social transfers in kind - purchased market production","Per capita, EUR",.
"S13 General government","G0407  Other industries","D7K Other current transfers, payable","Current prices",.
"S13 General government","G0407  Other industries","D7K Other current transfers, payable","Ratio to GDP, %",.
"S13 General government","G0407  Other industries","D7K Other current transfers, payable","Per capita, EUR",.
